bytes,content-type,elapsed,endpoint,resource,status,entry-date,start-date,end-date
54021810,application/json,6.799,743ed98a0aba5abf403270e33de79631e7cebf8235c5ee5f95efaafe725794c4,be978e08d9c4c0e071f6d70254387f6ddcccf70350ce24893af5149946aef77e,200,2021-06-01T09:29:40.801153,,
54021810,application/json,2.145,743ed98a0aba5abf403270e33de79631e7cebf8235c5ee5f95efaafe725794c4,be978e08d9c4c0e071f6d70254387f6ddcccf70350ce24893af5149946aef77e,200,2021-06-02T01:09:41.589470,,
54021810,application/json,3.291,743ed98a0aba5abf403270e33de79631e7cebf8235c5ee5f95efaafe725794c4,be978e08d9c4c0e071f6d70254387f6ddcccf70350ce24893af5149946aef77e,200,2021-06-03T00:58:02.433555,,
54021810,application/json,2.674,743ed98a0aba5abf403270e33de79631e7cebf8235c5ee5f95efaafe725794c4,be978e08d9c4c0e071f6d70254387f6ddcccf70350ce24893af5149946aef77e,200,2021-06-04T00:59:13.197530,,
54021810,application/json,2.52,743ed98a0aba5abf403270e33de79631e7cebf8235c5ee5f95efaafe725794c4,be978e08d9c4c0e071f6d70254387f6ddcccf70350ce24893af5149946aef77e,200,2021-06-05T00:40:16.725511,,
54021810,application/json,11.855,743ed98a0aba5abf403270e33de79631e7cebf8235c5ee5f95efaafe725794c4,be978e08d9c4c0e071f6d70254387f6ddcccf70350ce24893af5149946aef77e,200,2021-06-06T00:33:20.148536,,
54021810,application/json,3.207,743ed98a0aba5abf403270e33de79631e7cebf8235c5ee5f95efaafe725794c4,be978e08d9c4c0e071f6d70254387f6ddcccf70350ce24893af5149946aef77e,200,2021-06-07T00:32:58.541568,,
54021810,application/json,2.537,743ed98a0aba5abf403270e33de79631e7cebf8235c5ee5f95efaafe725794c4,be978e08d9c4c0e071f6d70254387f6ddcccf70350ce24893af5149946aef77e,200,2021-06-08T15:58:31.545691,,
54021810,application/json,2.557,743ed98a0aba5abf403270e33de79631e7cebf8235c5ee5f95efaafe725794c4,be978e08d9c4c0e071f6d70254387f6ddcccf70350ce24893af5149946aef77e,200,2021-06-09T00:17:29.301423,,
54021810,application/json,3.298,743ed98a0aba5abf403270e33de79631e7cebf8235c5ee5f95efaafe725794c4,be978e08d9c4c0e071f6d70254387f6ddcccf70350ce24893af5149946aef77e,200,2021-06-10T00:17:51.378840,,
54021810,application/json,2.615,743ed98a0aba5abf403270e33de79631e7cebf8235c5ee5f95efaafe725794c4,be978e08d9c4c0e071f6d70254387f6ddcccf70350ce24893af5149946aef77e,200,2021-06-11T00:17:23.655588,,
